"TIME","GEO","INDIC_ED","UNIT","Value"
"2006","United Kingdom","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage","2.33"
"2006","United Kingdom","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage","1.08"
"2006","United Kingdom","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage","0.38"
"2006","United Kingdom","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage","4.32"
"2006","United Kingdom","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage","1.06"
"2006","United Kingdom","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage","12.38"
"2006","United Kingdom","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage","9.94"
"2006","United Kingdom","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage","2.43"
"2006","United Kingdom","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage","1.41"
"2006","United Kingdom","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage","5.30"
"2006","North Macedonia","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":"
"2006","North Macedonia","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":"
"2006","North Macedonia","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":"
"2006","North Macedonia","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":"
"2006","North Macedonia","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":"
"2006","North Macedonia","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage",":"
"2006","North Macedonia","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage",":"
"2006","North Macedonia","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage",":"
"2006","North Macedonia","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage",":"
"2006","North Macedonia","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage",":"
"2006","North Macedonia","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage",":"
"2006","North Macedonia","Total public expenditure on education as % of gross national income, for all levels of education combined","Percentage",":"
"2006","Albania","Total public expenditure on education as % of GDP, for all levels of education combined","Percentage",":"
"2006","Albania","Total public expenditure on education as % of GDP, at primary level of education (ISCED 1)","Percentage",":"
"2006","Albania","Total public expenditure on education as % of GDP, at secondary level of education (ISCED 2-4)","Percentage",":"
"2006","Albania","Total public expenditure on education as % of GDP, at tertiary level of education (ISCED 5-6)","Percentage",":"
"2006","Albania","Total public expenditure on education as % of GDP, at pre-primary level of education (ISCED 0) and not allocated by level","Percentage",":"
"2006","Albania","Expenditure on educational institutions from public sources as % of GDP, for all levels of government combined","Percentage",":"
"2006","Albania","Public subsidies to the private sector as % of GDP, for all levels of education combined","Percentage",":"
"2006","Albania","Total public expenditure on education as % of total public expenditure, for all levels of education combined","Percentage",":"
"2006","Albania","Expenditure on educational institutions from public sources as % of total public expenditure, for all levels of education combined","Percentage",":"
"2006","Albania","Public subsidies to the private sector as % of total public expenditure, for all levels of education combined","Percentage",":"
"2006","Albania","Expenditure on educational institutions from private sources as % of GDP, for all levels of education combined","Percentage",":"
